"Income - Members > Electricity Charges ( 301003 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0001219,301003,Electricity Charges,KP 102,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001229,301003,Electricity Charges,KP 103,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001238,301003,Electricity Charges,KP 201,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001248,301003,Electricity Charges,KP 202,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001259,301003,Electricity Charges,KP 301,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001269,301003,Electricity Charges,KP 302,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001279,301003,Electricity Charges,KP 401,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001288,301003,Electricity Charges,KP 402,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001298,301003,Electricity Charges,KP 501,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001308,301003,Electricity Charges,KP 502,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001320,301003,Electricity Charges,KP 601,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001331,301003,Electricity Charges,KP 602,01-12-2025,,,, Electricity Charges ,301003,,353,
ME-2025-0001351,301003,Electricity Charges,KP 101,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001361,301003,Electricity Charges,KP 102,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001371,301003,Electricity Charges,KP 103,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001380,301003,Electricity Charges,KP 201,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001390,301003,Electricity Charges,KP 202,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001401,301003,Electricity Charges,KP 301,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001411,301003,Electricity Charges,KP 302,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001421,301003,Electricity Charges,KP 401,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001430,301003,Electricity Charges,KP 402,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001440,301003,Electricity Charges,KP 501,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001450,301003,Electricity Charges,KP 502,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001462,301003,Electricity Charges,KP 601,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001473,301003,Electricity Charges,KP 602,01-01-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001491,301003,Electricity Charges,KP 101,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001501,301003,Electricity Charges,KP 102,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001511,301003,Electricity Charges,KP 103,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001520,301003,Electricity Charges,KP 201,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001530,301003,Electricity Charges,KP 202,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001541,301003,Electricity Charges,KP 301,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001551,301003,Electricity Charges,KP 302,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001561,301003,Electricity Charges,KP 401,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001570,301003,Electricity Charges,KP 402,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001580,301003,Electricity Charges,KP 501,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001590,301003,Electricity Charges,KP 502,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001602,301003,Electricity Charges,KP 601,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001613,301003,Electricity Charges,KP 602,01-02-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001636,301003,Electricity Charges,KP 101,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001647,301003,Electricity Charges,KP 102,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001658,301003,Electricity Charges,KP 103,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001668,301003,Electricity Charges,KP 201,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001679,301003,Electricity Charges,KP 202,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001691,301003,Electricity Charges,KP 301,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001702,301003,Electricity Charges,KP 302,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001713,301003,Electricity Charges,KP 401,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001723,301003,Electricity Charges,KP 402,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001734,301003,Electricity Charges,KP 501,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001745,301003,Electricity Charges,KP 502,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001758,301003,Electricity Charges,KP 601,01-03-2026,,,, Electricity Charges ,301003,,353,
ME-2025-0001770,301003,Electricity Charges,KP 602,01-03-2026,,,, Electricity Charges ,301003,,353,

"Balance : 55068(Credit)","","","","","","","","","","0","55068",

"Income - Members > Water Charges ( 301004 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Water Charges ","301004","","",
ME-2025-0000010,301004,Water Charges,KP 101,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000021,301004,Water Charges,KP 102,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000030,301004,Water Charges,KP 103,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000041,301004,Water Charges,KP 201,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000053,301004,Water Charges,KP 202,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000064,301004,Water Charges,KP 301,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000075,301004,Water Charges,KP 302,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000085,301004,Water Charges,KP 401,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000096,301004,Water Charges,KP 402,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000106,301004,Water Charges,KP 501,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000117,301004,Water Charges,KP 502,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000130,301004,Water Charges,KP 601,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000142,301004,Water Charges,KP 602,01-04-2025,,,, Water Charges ,301004,,183,
ME-2025-0000162,301004,Water Charges,KP 101,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000173,301004,Water Charges,KP 102,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000182,301004,Water Charges,KP 103,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000193,301004,Water Charges,KP 201,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000205,301004,Water Charges,KP 202,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000216,301004,Water Charges,KP 301,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000227,301004,Water Charges,KP 302,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000237,301004,Water Charges,KP 401,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000248,301004,Water Charges,KP 402,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000258,301004,Water Charges,KP 501,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000269,301004,Water Charges,KP 502,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000282,301004,Water Charges,KP 601,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000295,301004,Water Charges,KP 602,01-05-2025,,,, Water Charges ,301004,,183,
ME-2025-0000316,301004,Water Charges,KP 101,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000327,301004,Water Charges,KP 102,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000337,301004,Water Charges,KP 201,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000349,301004,Water Charges,KP 202,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000360,301004,Water Charges,KP 301,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000371,301004,Water Charges,KP 302,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000381,301004,Water Charges,KP 401,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000392,301004,Water Charges,KP 402,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000402,301004,Water Charges,KP 501,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000413,301004,Water Charges,KP 502,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000426,301004,Water Charges,KP 601,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000438,301004,Water Charges,KP 602,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000449,301004,Water Charges,KP 103,01-06-2025,,,, Water Charges ,301004,,183,
ME-2025-0000468,301004,Water Charges,KP 101,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000478,301004,Water Charges,KP 102,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000486,301004,Water Charges,KP 103,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000495,301004,Water Charges,KP 201,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000506,301004,Water Charges,KP 202,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000516,301004,Water Charges,KP 301,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000526,301004,Water Charges,KP 302,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000535,301004,Water Charges,KP 401,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000545,301004,Water Charges,KP 402,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000554,301004,Water Charges,KP 501,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000564,301004,Water Charges,KP 502,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000576,301004,Water Charges,KP 601,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000587,301004,Water Charges,KP 602,01-07-2025,,,, Water Charges ,301004,,183,
ME-2025-0000615,301004,Water Charges,KP 101,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000626,301004,Water Charges,KP 102,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000635,301004,Water Charges,KP 103,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000645,301004,Water Charges,KP 201,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000657,301004,Water Charges,KP 202,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000668,301004,Water Charges,KP 301,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000679,301004,Water Charges,KP 302,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000689,301004,Water Charges,KP 401,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000700,301004,Water Charges,KP 402,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000710,301004,Water Charges,KP 501,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000721,301004,Water Charges,KP 502,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000734,301004,Water Charges,KP 601,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000746,301004,Water Charges,KP 602,01-08-2025,,,, Water Charges ,301004,,183,
ME-2025-0000766,301004,Water Charges,KP 101,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000776,301004,Water Charges,KP 102,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000784,301004,Water Charges,KP 103,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000794,301004,Water Charges,KP 201,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000805,301004,Water Charges,KP 202,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000815,301004,Water Charges,KP 301,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000825,301004,Water Charges,KP 302,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000834,301004,Water Charges,KP 401,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000844,301004,Water Charges,KP 402,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000864,301004,Water Charges,KP 502,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000876,301004,Water Charges,KP 601,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000887,301004,Water Charges,KP 602,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000909,301004,Water Charges,KP 501,01-09-2025,,,, Water Charges ,301004,,183,
ME-2025-0000931,301004,Water Charges,KP 101,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000941,301004,Water Charges,KP 102,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000949,301004,Water Charges,KP 103,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000959,301004,Water Charges,KP 201,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000971,301004,Water Charges,KP 202,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000982,301004,Water Charges,KP 301,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0000992,301004,Water Charges,KP 302,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001001,301004,Water Charges,KP 401,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001011,301004,Water Charges,KP 402,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001020,301004,Water Charges,KP 501,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001031,301004,Water Charges,KP 502,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001043,301004,Water Charges,KP 601,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001054,301004,Water Charges,KP 602,01-10-2025,,,, Water Charges ,301004,,183,
ME-2025-0001074,301004,Water Charges,KP 101,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001084,301004,Water Charges,KP 102,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001092,301004,Water Charges,KP 103,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001102,301004,Water Charges,KP 201,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001113,301004,Water Charges,KP 202,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001125,301004,Water Charges,KP 301,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001135,301004,Water Charges,KP 302,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001144,301004,Water Charges,KP 401,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001154,301004,Water Charges,KP 402,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001163,301004,Water Charges,KP 501,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001174,301004,Water Charges,KP 502,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001186,301004,Water Charges,KP 601,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001197,301004,Water Charges,KP 602,01-11-2025,,,, Water Charges ,301004,,183,
ME-2025-0001217,301004,Water Charges,KP 101,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001227,301004,Water Charges,KP 102,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001235,301004,Water Charges,KP 103,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001245,301004,Water Charges,KP 201,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001256,301004,Water Charges,KP 202,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001267,301004,Water Charges,KP 301,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001277,301004,Water Charges,KP 302,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001286,301004,Water Charges,KP 401,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001296,301004,Water Charges,KP 402,01-12-2025,,,, Water Charges ,301004,,183,
ME-2025-0001305,301004,Water Charges,KP 501,01-12-2025,,,, Water Charges ,301004,,183,
