"Income - Members > Maintenance Charges ( 301002 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0000632,301002,Maintenance Charges,B 104,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000640,301002,Maintenance Charges,B 201,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000648,301002,Maintenance Charges,B 202,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000656,301002,Maintenance Charges,B 203,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000673,301002,Maintenance Charges,B 302,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000683,301002,Maintenance Charges,B 303,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000692,301002,Maintenance Charges,B 401,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000700,301002,Maintenance Charges,B 402,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000709,301002,Maintenance Charges,C 001,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000718,301002,Maintenance Charges,B 103,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000728,301002,Maintenance Charges,B 403,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000767,301002,Maintenance Charges,B 301,01-07-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000814,301002,Maintenance Charges,B 204,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000822,301002,Maintenance Charges,B 304,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000830,301002,Maintenance Charges,A 001,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000838,301002,Maintenance Charges,A 002,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000847,301002,Maintenance Charges,A 003,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000855,301002,Maintenance Charges,A 004,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000863,301002,Maintenance Charges,A 101,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000873,301002,Maintenance Charges,A 102,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000883,301002,Maintenance Charges,A 103,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000893,301002,Maintenance Charges,A 201,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000903,301002,Maintenance Charges,A 202,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000913,301002,Maintenance Charges,A 203,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000922,301002,Maintenance Charges,A 301,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000932,301002,Maintenance Charges,A 302,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000942,301002,Maintenance Charges,A 303,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000951,301002,Maintenance Charges,A 401,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000959,301002,Maintenance Charges,A 402,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000967,301002,Maintenance Charges,A 403,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000976,301002,Maintenance Charges,B 001,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000986,301002,Maintenance Charges,B 002,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0000994,301002,Maintenance Charges,B 003,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001002,301002,Maintenance Charges,B 004,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001011,301002,Maintenance Charges,B 101,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001019,301002,Maintenance Charges,B 102,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001027,301002,Maintenance Charges,B 103,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001036,301002,Maintenance Charges,B 104,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001044,301002,Maintenance Charges,B 201,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001052,301002,Maintenance Charges,B 202,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001060,301002,Maintenance Charges,B 203,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001068,301002,Maintenance Charges,B 301,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001079,301002,Maintenance Charges,B 302,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001089,301002,Maintenance Charges,B 303,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001098,301002,Maintenance Charges,B 401,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001106,301002,Maintenance Charges,B 402,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001115,301002,Maintenance Charges,B 403,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001124,301002,Maintenance Charges,C 001,01-10-2025,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001171,301002,Maintenance Charges,B 204,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001179,301002,Maintenance Charges,B 304,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001188,301002,Maintenance Charges,A 001,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001196,301002,Maintenance Charges,A 002,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001205,301002,Maintenance Charges,A 003,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001213,301002,Maintenance Charges,A 004,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001222,301002,Maintenance Charges,A 101,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001231,301002,Maintenance Charges,A 102,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001241,301002,Maintenance Charges,A 103,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001250,301002,Maintenance Charges,A 201,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001260,301002,Maintenance Charges,A 202,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001278,301002,Maintenance Charges,A 301,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001288,301002,Maintenance Charges,A 302,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001298,301002,Maintenance Charges,A 303,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001307,301002,Maintenance Charges,A 401,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001315,301002,Maintenance Charges,A 402,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001323,301002,Maintenance Charges,A 403,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001332,301002,Maintenance Charges,B 001,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001341,301002,Maintenance Charges,B 002,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001349,301002,Maintenance Charges,B 003,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001359,301002,Maintenance Charges,B 004,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001368,301002,Maintenance Charges,B 101,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001376,301002,Maintenance Charges,B 102,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001384,301002,Maintenance Charges,B 103,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001393,301002,Maintenance Charges,B 104,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001401,301002,Maintenance Charges,B 201,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001409,301002,Maintenance Charges,B 202,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001417,301002,Maintenance Charges,B 203,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001425,301002,Maintenance Charges,B 301,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001435,301002,Maintenance Charges,B 302,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001445,301002,Maintenance Charges,B 303,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001454,301002,Maintenance Charges,B 401,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001462,301002,Maintenance Charges,B 402,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001473,301002,Maintenance Charges,B 403,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001483,301002,Maintenance Charges,C 001,01-01-2026,,,, Maintenance Charges ,301002,,1570,
ME-2025-0001515,301002,Maintenance Charges,A 203,01-01-2026,,,, Maintenance Charges ,301002,,1570,

"Balance : 226080(Credit)","","","","","","","","","","0","226080",

"Income - Members > Electricity Charges ( 301003 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Electricity Charges ","301003","","",
ME-2025-0000002,301003,Electricity Charges,B 204,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000010,301003,Electricity Charges,B 304,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000018,301003,Electricity Charges,A 001,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000026,301003,Electricity Charges,A 002,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000035,301003,Electricity Charges,A 003,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000044,301003,Electricity Charges,A 004,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000052,301003,Electricity Charges,A 101,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000061,301003,Electricity Charges,A 102,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000071,301003,Electricity Charges,A 103,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000080,301003,Electricity Charges,A 201,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000090,301003,Electricity Charges,A 202,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000102,301003,Electricity Charges,A 203,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000112,301003,Electricity Charges,A 301,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000121,301003,Electricity Charges,A 302,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000131,301003,Electricity Charges,A 303,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000140,301003,Electricity Charges,A 401,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000148,301003,Electricity Charges,A 402,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000156,301003,Electricity Charges,A 403,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000174,301003,Electricity Charges,B 002,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000182,301003,Electricity Charges,B 003,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000200,301003,Electricity Charges,B 101,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000208,301003,Electricity Charges,B 102,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000216,301003,Electricity Charges,B 103,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000226,301003,Electricity Charges,B 104,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000234,301003,Electricity Charges,B 201,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000242,301003,Electricity Charges,B 202,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000250,301003,Electricity Charges,B 203,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000258,301003,Electricity Charges,B 301,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000267,301003,Electricity Charges,B 302,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000276,301003,Electricity Charges,B 303,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000285,301003,Electricity Charges,B 401,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000293,301003,Electricity Charges,B 402,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000302,301003,Electricity Charges,B 403,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000313,301003,Electricity Charges,C 001,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000331,301003,Electricity Charges,B 001,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000351,301003,Electricity Charges,B 004,01-04-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000416,301003,Electricity Charges,B 204,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000424,301003,Electricity Charges,B 304,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000432,301003,Electricity Charges,A 001,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000440,301003,Electricity Charges,A 002,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000449,301003,Electricity Charges,A 003,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000457,301003,Electricity Charges,A 004,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000465,301003,Electricity Charges,A 101,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000474,301003,Electricity Charges,A 102,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000484,301003,Electricity Charges,A 103,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000493,301003,Electricity Charges,A 201,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000502,301003,Electricity Charges,A 202,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000512,301003,Electricity Charges,A 203,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000521,301003,Electricity Charges,A 301,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000532,301003,Electricity Charges,A 302,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000542,301003,Electricity Charges,A 303,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000551,301003,Electricity Charges,A 401,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000559,301003,Electricity Charges,A 402,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000567,301003,Electricity Charges,A 403,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000577,301003,Electricity Charges,B 001,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000587,301003,Electricity Charges,B 002,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000595,301003,Electricity Charges,B 003,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000603,301003,Electricity Charges,B 004,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000612,301003,Electricity Charges,B 101,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000620,301003,Electricity Charges,B 102,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000629,301003,Electricity Charges,B 104,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000637,301003,Electricity Charges,B 201,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000645,301003,Electricity Charges,B 202,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000653,301003,Electricity Charges,B 203,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000670,301003,Electricity Charges,B 302,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000679,301003,Electricity Charges,B 303,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000689,301003,Electricity Charges,B 401,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000697,301003,Electricity Charges,B 402,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000706,301003,Electricity Charges,C 001,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000715,301003,Electricity Charges,B 103,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000725,301003,Electricity Charges,B 403,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000764,301003,Electricity Charges,B 301,01-07-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000811,301003,Electricity Charges,B 204,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000819,301003,Electricity Charges,B 304,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000827,301003,Electricity Charges,A 001,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000835,301003,Electricity Charges,A 002,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000844,301003,Electricity Charges,A 003,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000852,301003,Electricity Charges,A 004,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000860,301003,Electricity Charges,A 101,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000870,301003,Electricity Charges,A 102,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000880,301003,Electricity Charges,A 103,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000890,301003,Electricity Charges,A 201,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000899,301003,Electricity Charges,A 202,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000910,301003,Electricity Charges,A 203,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000919,301003,Electricity Charges,A 301,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000929,301003,Electricity Charges,A 302,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000939,301003,Electricity Charges,A 303,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000948,301003,Electricity Charges,A 401,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000956,301003,Electricity Charges,A 402,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000964,301003,Electricity Charges,A 403,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000973,301003,Electricity Charges,B 001,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000983,301003,Electricity Charges,B 002,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000991,301003,Electricity Charges,B 003,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0000999,301003,Electricity Charges,B 004,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001008,301003,Electricity Charges,B 101,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001016,301003,Electricity Charges,B 102,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001024,301003,Electricity Charges,B 103,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001033,301003,Electricity Charges,B 104,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001041,301003,Electricity Charges,B 201,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001049,301003,Electricity Charges,B 202,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001057,301003,Electricity Charges,B 203,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001065,301003,Electricity Charges,B 301,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001075,301003,Electricity Charges,B 302,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001085,301003,Electricity Charges,B 303,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001095,301003,Electricity Charges,B 401,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001103,301003,Electricity Charges,B 402,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001112,301003,Electricity Charges,B 403,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001121,301003,Electricity Charges,C 001,01-10-2025,,,, Electricity Charges ,301003,,382,
ME-2025-0001168,301003,Electricity Charges,B 204,01-01-2026,,,, Electricity Charges ,301003,,382,
ME-2025-0001176,301003,Electricity Charges,B 304,01-01-2026,,,, Electricity Charges ,301003,,382,
ME-2025-0001185,301003,Electricity Charges,A 001,01-01-2026,,,, Electricity Charges ,301003,,382,
ME-2025-0001193,301003,Electricity Charges,A 002,01-01-2026,,,, Electricity Charges ,301003,,382,
ME-2025-0001202,301003,Electricity Charges,A 003,01-01-2026,,,, Electricity Charges ,301003,,382,
ME-2025-0001210,301003,Electricity Charges,A 004,01-01-2026,,,, Electricity Charges ,301003,,382,
