"Assets > Saraswat Co-op. Bank - 152200100051919 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
EE-2025-0000017,406011,Fire Fighting System Repairs & Maintenance,Unassigned,21-05-2025,Being B-wing new street light & new timer fitting,187359,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2700,
ME-2025-0000378,301011 301003 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 101,23-05-2025,UPI recd agst bill 007 dt. 01.04.25,514308890365,ICICI Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3269.00,,
ME-2025-0000379,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 103,23-05-2025,UPI recd agst bill 009 dt. 01.04.25,514308892756,ICICI Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2994.00,,
ME-2025-0000380,301019 301011 301003 301016 304005 301002 304004 304001 301004,4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 302,26-05-2025,NEFT recd agst bill 031 dt. 01.04.25,0526I29329726381,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3191.00,,
ME-2025-0000397,305010,Transfer Premium,A 403,27-05-2025,Ch. recd agst bill,078049,ICICI bank, Saraswat Co-op. Bank - 152200100051919 ,101001,12500.00,,
ME-2025-0000400,305010 206001,Transfer Premium Advance Members Advance Members,A 403,27-05-2025,Ch. recd agst bill,000036,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,12500.00,,
ME-2025-0000413,305008,Share Transfer Fee,B 103,27-05-2025,Chq recd agst Share Transfer Fees,522679,Citizen Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,500.00,,
ME-2025-0000414,305001,Entrance Fee,B 103,27-05-2025,Chq recd agst Entrance fees,522680,Citizen Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,200.00,,
ME-2025-0000381,301011 301003 301016 304005 301002 304004 304001 301004 206001,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Advance Members Advance Members,B 402,28-05-2025,NEFT recd agst bill 034 dt. 01.04.25,HDFCH00264195495,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3000.00,,
ME-2025-0000362,301011 301003 301016 304005 301002 303001 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Property Tax Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 103,31-05-2025,Chq dt. 28.05.2025 recd agst bill no. 025 dt. 01.04.25,522678,Citizen Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,4486.00,,
ME-2025-0000363,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 302,31-05-2025,Chq dt. 31.05.2025 recd agst bill no. 014 dt. 01.04.25,975617,Bharat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3083.00,,
ME-2025-0000364,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 201,31-05-2025,Chq dt. 30.05.2025 recd agst bill no. 010 dt. 01.04.25,303870,Model Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3321.00,,
ME-2025-0000365,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 001,31-05-2025,Chq dt. 31.05.2025 recd agst bill no. 003 dt. 01.04.25,150178,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2987.00,,
ME-2025-0000366,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 301,31-05-2025,Chq dt. 16.05.2025 recd agst bill no. 030 dt. 01.04.25,000064,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0000367,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 204,31-05-2025,Chq dt. 31.05.2025 recd agst bill no. 001 dt. 01.04.25,000259,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3001.00,,
ME-2025-0000368,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 201,31-05-2025,Chq dt. 26.05.2025 recd agst bill no. 027 dt. 01.04.25,980727,Indian Overseas Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2407.00,,
ME-2025-0000369,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 003,31-05-2025,Chq dt. 10.05.2025 recd agst bill no. 021 dt. 01.04.25,266481,Model Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2989.00,,
ME-2025-0000370,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 003,31-05-2025,Chq dt. 30.05.2025 recd agst bill no. 005 dt. 01.04.25,000023,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,2851.00,,
ME-2025-0000371,301019 301011 301003 301020 301016 304005 301002 303001 304004 304001 301004,4 wheeler Parking Charges Education & Training Fund Electricity Charges Guest Parking Charges Insurance Charges Legal Fund Maintenance Charges Property Tax Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 403,31-05-2025,Chq dt. 29.05.2025 recd agst bill no. 035 dt. 01.04.25,440795,Canara Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,5964.00,,
ME-2025-0000372,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 304,31-05-2025,Chq dt. 29.05.2025 recd agst bill no. 002 dt. 01.04.25,440796,Canara Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2401.00,,
ME-2025-0000373,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 202,31-05-2025,Chq dt. 31.05.2025 recd agst bill no. 028 dt. 01.04.25,594744,Citizen Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2891.00,,
ME-2025-0000374,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 104,31-05-2025,Chq dt. 31.05.2025 recd agst bill no. 026 dt. 01.04.25,000014,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3058.00,,
ME-2025-0000375,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 203,31-05-2025,Chq dt. 25.05.2025 recd agst bill no. 029 dt. 01.04.25,000166,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3002.00,,
ME-2025-0000382,301011 301003 301017 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Fines Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,B 001,31-05-2025,NEFT recd on account,INDBH31056360699,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3237.00,,
ME-2025-0000383,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 402,31-05-2025,UPI recd agst bill 017 dt. 01.04.25,105620502278,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,2933.00,,
ME-2025-0000384,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 004,31-05-2025,NEFT recd agst bill 006 dt. 01.04.25,FDRLM8151869308,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3001.00,,
ME-2025-0000401,301019 301011 301003 301016 304005 301002 304004 304001 301004 301007,4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,C 001,31-05-2025,Ch. recd agst bill 36,NA,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,4769.00,,
ME-2025-0000403,301009 301019 301011 301003 301016 304005 301002 304004 304001 301004 301007,2 wheeler Parking Charges 4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 303,31-05-2025,UPI recd agst bill 15 dt. 01.04.25,552512805382,South Indian Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,5042.00,,
ME-2025-0000404,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 002,31-05-2025,UPI recd agst bill 20 dt. 01.04.25,106261759399,Canara Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2876.00,,
EE-2025-0000023,401001,Salary Expenses,Sweeper,31-05-2025,Being sweeper salary paid for May-2025,187360,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4000,
EE-2025-0000079,403001,Electricity Expenses,Tata Power,01-06-2025,Being electricty bill paid for May-2025,NA,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2332,
EE-2025-0000077,403001,Electricity Expenses,Tata Power,02-06-2025,Being electricty bill paid for May-2025,NA,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4008,
ME-2025-0000402,206001,Advance Members,B 303,03-06-2025,UPI recd in advance,105859567701,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,4000.00,,
ME-2025-0000407,206001,Advance Members,A 403,18-06-2025,NEFT recd as Share Transfer fees,HDFCH00309424050,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,500.00,,
ME-2025-0000408,206001,Advance Members,A 403,18-06-2025,NEFT recd as Entrance Fees,HDFC00309427140,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,200.00,,
EE-2025-0000026,109001,Advance Payment to Vendors,Sweeper,22-06-2025,Being Loan given to Amudha Vijay Harigen,187361,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5000,
EE-2025-0000030,404001,Water Expenses,BMC,22-06-2025,Being BMC water bill paid for period 04.01.25 to 24.03.25,187362,, Saraswat Co-op. Bank - 152200100051919 ,101001,,11169,
EE-2025-0000032,404001,Water Expenses,BMC,22-06-2025,Being BMC water bill paid for period 04.01.25 to 24.03.25,187362,, Saraswat Co-op. Bank - 152200100051919 ,101001,,6699,
EE-2025-0000034,406008,Repair Maintenance - Others,Renova Constructions,22-06-2025,Being Flat no.C1 plaster repair & Flat No.B401 W P treatment in bedroom,187365,, Saraswat Co-op. Bank - 152200100051919 ,101001,,27740,
EE-2025-0000036,406008,Repair Maintenance - Others,Renova Constructions,23-06-2025,Being Flat B403 plaster work & Flat 204 W P treatment in hall & other work,187366,, Saraswat Co-op. Bank - 152200100051919 ,101001,,28000,
EE-2025-0000038,406008,Repair Maintenance - Others,Renova Constructions,25-06-2025,Being Flat B204 & B304 plaster work & W P treatment wokr,187367,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4700,
EE-2025-0000031,404001,Water Expenses,BMC,30-06-2025,Being BMC water bill paid for period 04.01.25 to 24.03.25,187364,, Saraswat Co-op. Bank - 152200100051919 ,101001,,1416,
EE-2025-0000041,401001,Salary Expenses,Sweeper,30-06-2025,Being sweeper salary paid for Jun-2025,187369,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2000,
EE-2025-0000082,403001,Electricity Expenses,Tata Power,30-06-2025,Being TATA power electricty bills paid for Jun-2025,5313493,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2473,
EE-2025-0000083,403001,Electricity Expenses,Tata Power,01-07-2025,Being TATA power electricty bills paid for Jun-2025,67779981,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3866,
EE-2025-0000008,408011,Bank Charges,Unassigned,05-07-2025,SMS Banking charges for quarter ending,NA,, Saraswat Co-op. Bank - 152200100051919 ,101001,,14.46,
ME-2025-0000786,301011 304001 305002 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Nominal Membership Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 301,23-07-2025,NEFT recd agst bill 059 dt. 01.07.2025,HDFCH00378605694,HDFC Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,3269.00,,
ME-2025-0000802,301011 304001 301016 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,A 401,23-07-2025,NEFT recd agst bill 062 dt. 01.07.2025,BARBZ25204781786,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3021.00,,
ME-2025-0000803,301011 304001 301016 304004 304005 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund Electricity Charges Water Charges Maintenance Charges,B 002,25-07-2025,UPI recd agst bill 066 dt. 01.07.2025,108705041672,Canara Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2876.00,,
ME-2025-0000804,301011 304001 301016 304004 304005 301007 301009 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund Non Occupancy Charges 2 wheeler Parking Charges Electricity Charges Water Charges Maintenance Charges,A 202,26-07-2025,NEFT recd agst bill 057 dt. 01.07.2025,ICIN120784045494,ICICI Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,3481.00,,
EE-2025-0000044,407011,Audit Fees,Amish S. Sangoi,29-07-2025,Bieng Audit Fees paid for FY2024-25,187370,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5000,
BE-2025-0000001,0,Bank Transfer,,29-07-2025,Being cash  withdrawn,187371,, Saraswat Co-op. Bank - 152200100051919 ,101001,,10000,
EE-2025-0000046,406011,Fire Fighting System Repairs & Maintenance,Unassigned,30-07-2025,Being A-wing timer reset & compound new LED service,187372,, Saraswat Co-op. Bank - 152200100051919 ,101001,,1300,
EE-2025-0000049,401001,Salary Expenses,Sweeper,30-07-2025,Being sweeper salary paid for July-2025,187373,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2000,
ME-2025-0000787,301011 304001 301016 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,B 003,31-07-2025,UPI recd agst bill 067 dt. 01.07.2025,557857341548,SVCB, Saraswat Co-op. Bank - 152200100051919 ,101001,2989.00,,
ME-2025-0000788,301011 304001 301016 304004 304005 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund Electricity Charges Water Charges Maintenance Charges,A 004,31-07-2025,IMPS recd agst bill 052 dt 01.07.2025,521221244072,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,2751.00,,
EE-2025-0000052,402001,Property Tax,BMC,31-07-2025,Being property tax paid for FY2025-26,187374,, Saraswat Co-op. Bank - 152200100051919 ,101001,,13654,
EE-2025-0000054,408002,Accounting Charges,Ivan Rosario,31-07-2025,Being accounting charges paid for Oct to Dec-2025,187375,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5608,
EE-2025-0000085,403001,Electricity Expenses,Tata Power,01-08-2025,Being electricty bill paid for July-2025,1405194292,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2540,
EE-2025-0000087,403001,Electricity Expenses,Tata Power,02-08-2025,Being TATA power electricty bills paid for July-2025,1274104822,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3851,
ME-2025-0000772,301011 304001 301016 304005 304004 305002 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Nominal Membership Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 403,06-08-2025,NEFT recd agst bill 64 dt. 01.07.25,ICICN12025080688350292,ICICI Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2690.00,,
ME-2025-0000789,301011 304001 301016 304005 304004 301007 301009 301003 301004 301019 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges 2 wheeler Parking Charges Electricity Charges Water Charges 4 wheeler Parking Charges Maintenance Charges,A 303,07-08-2025,UPI recd agst bill 061 dt. 01.07.2025,558537827432,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,5042.00,,
ME-2025-0000790,301011 304001 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,B 004,08-08-2025,UPI recd agst bill 068 dt. 01.07.2025,558631198947,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3127.00,,
ME-2025-0000791,301011 304001 301016 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,B 101,12-08-2025,NEFT recd agst bill 069 dt. 01.07.2025,ICIN122489794883,ICICI Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0000792,301009 301011 301003 301016 304005 301002 304004 304001 301004 301007,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 203,13-08-2025,NEFT recd agst bill 058 dt. 01.07.2025,BARBP25225291608,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3542.00,,
ME-2025-0000793,301011 301003 301016 304005 301002 304004 304001 301004 206001,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Advance Members Advance Members,B 402,26-08-2025,NEFT recd agst bill 079 dt. 01.07.2025,HDFCH00441175637,HDFC Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,3000.00,,
ME-2025-0000794,301011 304001 301016 304004 304005 301019 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund 4 wheeler Parking Charges Electricity Charges Water Charges Maintenance Charges,B 302,26-08-2025,NEFT recd agst bill 076 dt. 01.07.2025,0826129480242401,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3191.00,,
ME-2025-0000795,301011 304001 301016 304005 304004 301007 301003 301004 301019 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges 4 wheeler Parking Charges Maintenance Charges,C 001,26-08-2025,IMPS recd agst bill 080 dt 01.07.2025,NA,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,4769.00,,
ME-2025-0000796,301012 301002 301004 301003 301007 304004 304005 301016 304001 301011 301017,Late Payment Interest Maintenance Charges Water Charges Electricity Charges Non Occupancy Charges Repair & Maintenance Painting Fund Legal Fund Insurance Charges Sinking Fund Education & Training Fund Education & Training Fund Maintenance Charges Fines Water Charges Electricity Charges Non Occupancy Charges Repair & Maintenance Painting Fund Legal Fund Insurance Charges Sinking Fund,B 001,30-08-2025,NEFT recd agst bill 065 dt. 01.07.2025,INDBH30088773074,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,4251.00,,
ME-2025-0000800,301011 304001 301016 304005 304004 301019 301003 301004 301002 303001,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund 4 wheeler Parking Charges Electricity Charges Water Charges Maintenance Charges Property Tax,B 403,30-08-2025,UPI recd agst bill 082 dt. 01.07.2025,524205239193,HDFC Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,8341.00,,
ME-2025-0000801,301011 304001 301016 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,B 304,30-08-2025,UPI recd agst bill 048 dt. 01.07.2025,524219825717,HDFC Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,3001.00,,
ME-2025-0000773,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 204,31-08-2025,Ch. recd agst bill 47 dt. 01.07.25,000265,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3001.00,,
ME-2025-0000774,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 201,31-08-2025,Ch. recd agst bill 72 dt. 01.07.25,980720,Indian Overseas Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
